t_wall,drone,x,y,z,vx,vy,vz,vcmd_x,vcmd_y,vcmd_z,cmd_is_pos,cmd_age_s
1783579668.8774,1,-17.2028,-7.1421,-3.9995,0.7026,-0.6994,-0.0289,0.7188,-0.6453,-0.0203,0,0.0010
1783579668.8775,4,-17.2802,-7.0393,-3.7693,0.7514,-0.7387,-0.0338,0.7553,-0.6932,-0.0400,0,0.0126
1783579668.8813,3,-16.9932,-7.3658,-4.1957,0.7384,-0.7221,-0.0186,0.7420,-0.6720,-0.0098,0,0.0097
1783579668.8814,0,-17.1042,-7.2514,-4.9984,0.6660,-0.6882,-0.0188,0.6916,-0.6682,-0.0026,0,0.0200
1783579668.8855,1,-17.1966,-7.1474,-3.9994,0.7034,-0.6984,-0.0285,0.7188,-0.6453,-0.0203,0,0.0091
1783579668.8856,2,-17.1734,-7.4786,-3.9070,0.7300,-0.7544,0.0356,0.7408,-0.6837,0.0326,0,0.0006
1783579668.8856,4,-17.2747,-7.0452,-3.7689,0.7517,-0.7380,-0.0342,0.7569,-0.6925,-0.0407,0,0.0006
1783579668.8896,0,-17.0994,-7.2570,-4.9987,0.6664,-0.6879,-0.0179,0.6940,-0.6684,-0.0016,0,0.0068
1783579668.8897,3,-16.9874,-7.3719,-4.1959,0.7388,-0.7216,-0.0182,0.7420,-0.6720,-0.0098,0,0.0181
1783579668.8934,1,-17.1904,-7.1526,-3.9993,0.7042,-0.6974,-0.0280,0.7188,-0.6453,-0.0203,0,0.0170
1783579668.8935,4,-17.2692,-7.0511,-3.7686,0.7519,-0.7373,-0.0346,0.7569,-0.6925,-0.0407,0,0.0084
1783579668.8936,2,-17.1675,-7.4852,-3.9067,0.7305,-0.7537,0.0358,0.7408,-0.6837,0.0326,0,0.0086
1783579668.8973,0,-17.0945,-7.2625,-4.9990,0.6668,-0.6876,-0.0170,0.6940,-0.6684,-0.0016,0,0.0145
1783579668.8975,3,-16.9816,-7.3780,-4.1962,0.7392,-0.7210,-0.0178,0.7422,-0.6692,-0.0090,0,0.0053
1783579668.9014,1,-17.1842,-7.1579,-3.9993,0.7049,-0.6965,-0.0275,0.7197,-0.6421,-0.0206,0,0.0058
1783579668.9014,4,-17.2637,-7.0570,-3.7684,0.7522,-0.7366,-0.0350,0.7569,-0.6925,-0.0407,0,0.0164
1783579668.9015,2,-17.1617,-7.4917,-3.9063,0.7310,-0.7529,0.0359,0.7408,-0.6837,0.0326,0,0.0165
1783579668.9054,0,-17.0896,-7.2681,-4.9992,0.6673,-0.6873,-0.0161,0.6951,-0.6666,-0.0010,0,0.0029
1783579668.9055,3,-16.9759,-7.3841,-4.1964,0.7396,-0.7205,-0.0174,0.7422,-0.6692,-0.0090,0,0.0134
1783579668.9094,1,-17.1780,-7.1632,-3.9992,0.7057,-0.6955,-0.0271,0.7197,-0.6421,-0.0206,0,0.0138
1783579668.9096,2,-17.1559,-7.4983,-3.9059,0.7315,-0.7522,0.0360,0.7413,-0.6800,0.0316,0,0.0047
1783579668.9096,4,-17.2582,-7.0629,-3.7681,0.7524,-0.7360,-0.0354,0.7571,-0.6895,-0.0416,0,0.0050
1783579668.9139,0,-17.0844,-7.2736,-4.9994,0.6678,-0.6870,-0.0151,0.6951,-0.6666,-0.0010,0,0.0114
1783579668.9140,3,-16.9694,-7.3902,-4.1979,0.7403,-0.7198,-0.0173,0.7440,-0.6686,-0.0085,0,0.0020
1783579668.9174,2,-17.1500,-7.5048,-3.9056,0.7320,-0.7514,0.0360,0.7413,-0.6800,0.0316,0,0.0125
1783579668.9174,4,-17.2526,-7.0688,-3.7678,0.7527,-0.7353,-0.0358,0.7571,-0.6895,-0.0416,0,0.0128
1783579668.9177,1,-17.1718,-7.1684,-3.9992,0.7064,-0.6945,-0.0267,0.7217,-0.6414,-0.0207,0,0.0018
1783579668.9214,0,-17.0793,-7.2791,-4.9995,0.6683,-0.6866,-0.0142,0.6951,-0.6666,-0.0010,0,0.0189
1783579668.9216,3,-16.9628,-7.3963,-4.1994,0.7409,-0.7192,-0.0173,0.7440,-0.6686,-0.0085,0,0.0095
1783579668.9254,1,-17.1656,-7.1737,-3.9991,0.7072,-0.6936,-0.0263,0.7217,-0.6414,-0.0207,0,0.0095
1783579668.9255,2,-17.1442,-7.5113,-3.9052,0.7325,-0.7507,0.0361,0.7432,-0.6787,0.0309,0,0.0001
1783579668.9255,4,-17.2471,-7.0747,-3.7676,0.7529,-0.7346,-0.0362,0.7588,-0.6888,-0.0421,0,0.0006
1783579668.9296,0,-17.0741,-7.2846,-4.9997,0.6689,-0.6862,-0.0133,0.6975,-0.6667,-0.0006,0,0.0081
1783579668.9297,3,-16.9563,-7.4024,-4.2009,0.7416,-0.7186,-0.0172,0.7440,-0.6686,-0.0085,0,0.0177
1783579668.9335,1,-17.1595,-7.1790,-3.9991,0.7079,-0.6926,-0.0259,0.7217,-0.6414,-0.0207,0,0.0176
1783579668.9336,2,-17.1384,-7.5178,-3.9049,0.7330,-0.7499,0.0361,0.7432,-0.6787,0.0309,0,0.0083
1783579668.9336,4,-17.2415,-7.0805,-3.7674,0.7532,-0.7340,-0.0366,0.7588,-0.6888,-0.0421,0,0.0087
1783579668.9375,0,-17.0689,-7.2901,-4.9998,0.6694,-0.6858,-0.0125,0.6975,-0.6667,-0.0006,0,0.0160
1783579668.9377,3,-16.9499,-7.4085,-4.2023,0.7423,-0.7180,-0.0171,0.7442,-0.6656,-0.0040,0,0.0058
1783579668.9417,4,-17.2359,-7.0864,-3.7673,0.7534,-0.7333,-0.0371,0.7588,-0.6888,-0.0421,0,0.0168
1783579668.9419,1,-17.1533,-7.1842,-3.9990,0.7086,-0.6917,-0.0256,0.7225,-0.6384,-0.0208,0,0.0060
1783579668.9419,2,-17.1325,-7.5243,-3.9045,0.7335,-0.7491,0.0361,0.7432,-0.6787,0.0309,0,0.0166
1783579668.9455,0,-17.0638,-7.2957,-4.9999,0.6700,-0.6854,-0.0117,0.6987,-0.6647,-0.0002,0,0.0039
1783579668.9456,3,-16.9434,-7.4146,-4.2037,0.7429,-0.7173,-0.0170,0.7442,-0.6656,-0.0040,0,0.0137
1783579668.9495,1,-17.1472,-7.1895,-3.9990,0.7094,-0.6908,-0.0253,0.7225,-0.6384,-0.0208,0,0.0137
1783579668.9497,2,-17.1267,-7.5308,-3.9041,0.7340,-0.7483,0.0361,0.7437,-0.6750,0.0298,0,0.0044
1783579668.9497,4,-17.2304,-7.0923,-3.7671,0.7537,-0.7327,-0.0375,0.7590,-0.6859,-0.0426,0,0.0046
1783579668.9536,3,-16.9369,-7.4206,-4.2050,0.7436,-0.7167,-0.0168,0.7459,-0.6648,-0.0012,0,0.0018
1783579668.9537,0,-17.0586,-7.3012,-5.0001,0.6705,-0.6851,-0.0110,0.6987,-0.6647,-0.0002,0,0.0121
1783579668.9575,2,-17.1208,-7.5372,-3.9037,0.7345,-0.7475,0.0361,0.7437,-0.6750,0.0298,0,0.0122
1783579668.9576,1,-17.1410,-7.1948,-3.9990,0.7101,-0.6898,-0.0250,0.7245,-0.6377,-0.0209,0,0.0018
1783579668.9577,4,-17.2248,-7.0981,-3.7670,0.7540,-0.7320,-0.0380,0.7590,-0.6859,-0.0426,0,0.0126
1783579668.9616,0,-17.0534,-7.3067,-5.0002,0.6711,-0.6847,-0.0102,0.7012,-0.6647,0.0001,0,0.0003
1783579668.9617,3,-16.9305,-7.4266,-4.2064,0.7442,-0.7160,-0.0167,0.7459,-0.6648,-0.0012,0,0.0099
1783579668.9655,2,-17.1154,-7.5432,-3.9025,0.7349,-0.7465,0.0363,0.7455,-0.6737,0.0290,0,0.0003
1783579668.9656,4,-17.2191,-7.1040,-3.7669,0.7543,-0.7314,-0.0384,0.7607,-0.6852,-0.0429,0,0.0010
1783579668.9657,1,-17.1349,-7.2000,-3.9990,0.7108,-0.6889,-0.0247,0.7245,-0.6377,-0.0209,0,0.0099
1783579668.9696,0,-17.0482,-7.3122,-5.0003,0.6717,-0.6843,-0.0095,0.7012,-0.6647,0.0001,0,0.0083
1783579668.9697,3,-16.9240,-7.4327,-4.2076,0.7449,-0.7154,-0.0165,0.7459,-0.6648,-0.0012,0,0.0179
1783579668.9737,1,-17.1287,-7.2053,-3.9989,0.7114,-0.6880,-0.0245,0.7245,-0.6377,-0.0209,0,0.0179
1783579668.9738,4,-17.2135,-7.1098,-3.7668,0.7545,-0.7307,-0.0388,0.7607,-0.6852,-0.0429,0,0.0092
1783579668.9739,2,-17.1099,-7.5493,-3.9013,0.7352,-0.7456,0.0364,0.7455,-0.6737,0.0290,0,0.0086
1783579668.9777,0,-17.0430,-7.3177,-5.0004,0.6723,-0.6839,-0.0088,0.7012,-0.6647,0.0001,0,0.0164
1783579668.9778,3,-16.9176,-7.4387,-4.2089,0.7455,-0.7147,-0.0162,0.7462,-0.6617,0.0027,0,0.0059
1783579668.9819,1,-17.1226,-7.2105,-3.9989,0.7121,-0.6871,-0.0243,0.7252,-0.6347,-0.0210,0,0.0063
1783579668.9819,2,-17.1045,-7.5553,-3.9001,0.7356,-0.7446,0.0366,0.7455,-0.6737,0.0290,0,0.0167
1783579668.9820,4,-17.2079,-7.1157,-3.7667,0.7548,-0.7301,-0.0393,0.7607,-0.6852,-0.0429,0,0.0174
1783579668.9857,0,-17.0377,-7.3232,-5.0005,0.6729,-0.6835,-0.0082,0.7024,-0.6626,0.0004,0,0.0045
1783579668.9858,3,-16.9111,-7.4447,-4.2101,0.7461,-0.7140,-0.0158,0.7462,-0.6617,0.0027,0,0.0138
1783579668.9897,1,-17.1165,-7.2158,-3.9989,0.7128,-0.6862,-0.0241,0.7252,-0.6347,-0.0210,0,0.0140
1783579668.9898,2,-17.0990,-7.5613,-3.8989,0.7360,-0.7436,0.0367,0.7462,-0.6699,0.0254,0,0.0046
1783579668.9899,4,-17.2022,-7.1215,-3.7667,0.7551,-0.7294,-0.0397,0.7609,-0.6823,-0.0432,0,0.0049
1783579668.9937,0,-17.0325,-7.3287,-5.0006,0.6735,-0.6831,-0.0076,0.7024,-0.6626,0.0004,0,0.0125
1783579668.9938,3,-16.9047,-7.4507,-4.2113,0.7467,-0.7134,-0.0154,0.7479,-0.6609,0.0052,0,0.0019
1783579668.9976,4,-17.1966,-7.1273,-3.7666,0.7554,-0.7288,-0.0401,0.7609,-0.6823,-0.0432,0,0.0126
1783579668.9978,1,-17.1104,-7.2210,-3.9989,0.7134,-0.6853,-0.0239,0.7272,-0.6340,-0.0210,0,0.0020
1783579668.9978,2,-17.0935,-7.5673,-3.8977,0.7364,-0.7426,0.0368,0.7462,-0.6699,0.0254,0,0.0127
1783579669.0017,3,-16.8983,-7.4567,-4.2125,0.7473,-0.7127,-0.0149,0.7479,-0.6609,0.0052,0,0.0098
1783579669.0018,0,-17.0273,-7.3342,-5.0006,0.6740,-0.6828,-0.0070,0.7049,-0.6626,0.0006,0,0.0005
1783579669.0056,2,-17.0880,-7.5733,-3.8966,0.7368,-0.7416,0.0369,0.7481,-0.6686,0.0231,0,0.0006
1783579669.0057,1,-17.1040,-7.2266,-3.9991,0.7142,-0.6845,-0.0237,0.7272,-0.6340,-0.0210,0,0.0099
1783579669.0057,4,-17.1914,-7.1336,-3.7667,0.7555,-0.7284,-0.0406,0.7626,-0.6816,-0.0433,0,0.0009
1783579669.0098,0,-17.0220,-7.3397,-5.0007,0.6747,-0.6824,-0.0064,0.7049,-0.6626,0.0006,0,0.0085
1783579669.0098,3,-16.8919,-7.4626,-4.2136,0.7479,-0.7120,-0.0144,0.7479,-0.6609,0.0052,0,0.0179
1783579669.0138,1,-17.0976,-7.2322,-3.9992,0.7150,-0.6838,-0.0235,0.7272,-0.6340,-0.0210,0,0.0181
1783579669.0140,2,-17.0825,-7.5793,-3.8955,0.7372,-0.7406,0.0369,0.7481,-0.6686,0.0231,0,0.0090
1783579669.0140,4,-17.1861,-7.1399,-3.7669,0.7556,-0.7280,-0.0410,0.7626,-0.6816,-0.0433,0,0.0091
1783579669.0178,0,-17.0168,-7.3451,-5.0008,0.6753,-0.6820,-0.0059,0.7049,-0.6626,0.0006,0,0.0165
1783579669.0179,3,-16.8855,-7.4686,-4.2147,0.7485,-0.7113,-0.0138,0.7481,-0.6579,0.0087,0,0.0057
1783579669.0219,1,-17.0913,-7.2378,-3.9993,0.7158,-0.6831,-0.0234,0.7279,-0.6311,-0.0207,0,0.0059
1783579669.0220,4,-17.1809,-7.1462,-3.7670,0.7558,-0.7276,-0.0414,0.7626,-0.6816,-0.0433,0,0.0171
1783579669.0222,2,-17.0770,-7.5852,-3.8944,0.7376,-0.7396,0.0368,0.7481,-0.6686,0.0231,0,0.0172
1783579669.0258,0,-17.0115,-7.3506,-5.0009,0.6759,-0.6816,-0.0054,0.7062,-0.6605,0.0008,0,0.0040
1783579669.0259,3,-16.8791,-7.4745,-4.2157,0.7491,-0.7107,-0.0131,0.7481,-0.6579,0.0087,0,0.0138
1783579669.0300,2,-17.0715,-7.5912,-3.8933,0.7380,-0.7386,0.0367,0.7488,-0.6649,0.0197,0,0.0047
1783579669.0300,4,-17.1756,-7.1525,-3.7672,0.7559,-0.7272,-0.0419,0.7628,-0.6789,-0.0429,0,0.0049
1783579669.0301,1,-17.0849,-7.2434,-3.9995,0.7165,-0.6823,-0.0232,0.7279,-0.6311,-0.0207,0,0.0141
1783579669.0341,0,-17.0063,-7.3561,-5.0009,0.6765,-0.6812,-0.0049,0.7062,-0.6605,0.0008,0,0.0123
1783579669.0342,3,-16.8730,-7.4805,-4.2158,0.7496,-0.7101,-0.0121,0.7498,-0.6571,0.0108,0,0.0022
1783579669.0378,1,-17.0786,-7.2489,-3.9996,0.7173,-0.6816,-0.0231,0.7299,-0.6304,-0.0204,0,0.0019
1783579669.0379,2,-17.0659,-7.5971,-3.8922,0.7385,-0.7376,0.0364,0.7488,-0.6649,0.0197,0,0.0127
1783579669.0380,4,-17.1704,-7.1587,-3.7673,0.7560,-0.7267,-0.0423,0.7628,-0.6789,-0.0429,0,0.0128
1783579669.0419,0,-17.0004,-7.3612,-5.0013,0.6773,-0.6807,-0.0045,0.7087,-0.6605,0.0009,0,0.0008
1783579669.0420,3,-16.8669,-7.4865,-4.2159,0.7501,-0.7094,-0.0111,0.7498,-0.6571,0.0108,0,0.0100
1783579669.0458,1,-17.0722,-7.2545,-3.9998,0.7180,-0.6809,-0.0230,0.7299,-0.6304,-0.0204,0,0.0099
1783579669.0460,2,-17.0604,-7.6031,-3.8912,0.7389,-0.7366,0.0361,0.7507,-0.6635,0.0175,0,0.0008
1783579669.0461,4,-17.1651,-7.1650,-3.7675,0.7562,-0.7263,-0.0427,0.7645,-0.6783,-0.0426,0,0.0012
1783579669.0499,0,-16.9946,-7.3662,-5.0017,0.6781,-0.6801,-0.0041,0.7087,-0.6605,0.0009,0,0.0088
1783579669.0500,3,-16.8608,-7.4925,-4.2160,0.7505,-0.7088,-0.0099,0.7498,-0.6571,0.0108,0,0.0180
1783579669.0539,1,-17.0659,-7.2600,-3.9999,0.7188,-0.6801,-0.0228,0.7299,-0.6304,-0.0204,0,0.0180
1783579669.0539,4,-17.1597,-7.1712,-3.7677,0.7563,-0.7259,-0.0431,0.7645,-0.6783,-0.0426,0,0.0091
1783579669.0540,2,-17.0548,-7.6090,-3.8901,0.7393,-0.7356,0.0358,0.7507,-0.6635,0.0175,0,0.0088
1783579669.0578,0,-16.9887,-7.3713,-5.0021,0.6789,-0.6795,-0.0038,0.7087,-0.6605,0.0009,0,0.0167
1783579669.0580,3,-16.8546,-7.4984,-4.2161,0.7510,-0.7082,-0.0088,0.7500,-0.6541,0.0111,0,0.0060
1783579669.0619,4,-17.1544,-7.1774,-3.7679,0.7565,-0.7255,-0.0435,0.7645,-0.6783,-0.0426,0,0.0170
1783579669.0620,1,-17.0596,-7.2655,-4.0001,0.7195,-0.6794,-0.0227,0.7305,-0.6275,-0.0200,0,0.0061
1783579669.0621,2,-17.0492,-7.6149,-3.8891,0.7397,-0.7346,0.0353,0.7507,-0.6635,0.0175,0,0.0168
1783579669.0659,0,-16.9829,-7.3763,-5.0025,0.6797,-0.6790,-0.0035,0.7098,-0.6585,0.0021,0,0.0051
1783579669.0661,3,-16.8485,-7.5044,-4.2161,0.7515,-0.7075,-0.0076,0.7500,-0.6541,0.0111,0,0.0141
1783579669.0698,1,-17.0533,-7.2711,-4.0002,0.7202,-0.6787,-0.0226,0.7305,-0.6275,-0.0200,0,0.0139
1783579669.0698,4,-17.1490,-7.1836,-3.7681,0.7567,-0.7250,-0.0439,0.7648,-0.6756,-0.0420,0,0.0050
1783579669.0699,2,-17.0436,-7.6209,-3.8881,0.7401,-0.7336,0.0348,0.7513,-0.6597,0.0144,0,0.0048
1783579669.0739,0,-16.9770,-7.3814,-5.0029,0.6804,-0.6785,-0.0032,0.7098,-0.6585,0.0021,0,0.0130
1783579669.0741,3,-16.8424,-7.5103,-4.2162,0.7519,-0.7069,-0.0064,0.7518,-0.6533,0.0112,0,0.0021
1783579669.0778,1,-17.0470,-7.2766,-4.0003,0.7209,-0.6780,-0.0225,0.7325,-0.6269,-0.0197,0,0.0017
1783579669.0779,2,-17.0380,-7.6268,-3.8872,0.7406,-0.7326,0.0343,0.7513,-0.6597,0.0144,0,0.0127
1783579669.0780,4,-17.1437,-7.1898,-3.7683,0.7569,-0.7246,-0.0442,0.7648,-0.6756,-0.0420,0,0.0132
1783579669.0818,0,-16.9712,-7.3865,-5.0032,0.6812,-0.6779,-0.0029,0.7122,-0.6584,0.0029,0,0.0005
1783579669.0820,3,-16.8363,-7.5163,-4.2162,0.7524,-0.7063,-0.0052,0.7518,-0.6533,0.0112,0,0.0100
1783579669.0858,1,-17.0407,-7.2821,-4.0005,0.7216,-0.6772,-0.0224,0.7325,-0.6269,-0.0197,0,0.0097
1783579669.0859,2,-17.0331,-7.6334,-3.8855,0.7407,-0.7319,0.0339,0.7533,-0.6584,0.0125,0,0.0007
1783579669.0860,4,-17.1383,-7.1960,-3.7686,0.7571,-0.7241,-0.0445,0.7665,-0.6749,-0.0416,0,0.0007
1783579669.0899,0,-16.9654,-7.3916,-5.0035,0.6820,-0.6774,-0.0026,0.7122,-0.6584,0.0029,0,0.0086
1783579669.0900,3,-16.8302,-7.5222,-4.2163,0.7528,-0.7056,-0.0041,0.7518,-0.6533,0.0112,0,0.0180
1783579669.0938,2,-17.0281,-7.6399,-3.8840,0.7409,-0.7312,0.0335,0.7533,-0.6584,0.0125,0,0.0086
1783579669.0940,1,-17.0344,-7.2876,-4.0006,0.7223,-0.6765,-0.0223,0.7325,-0.6269,-0.0197,0,0.0179
1783579669.0941,4,-17.1328,-7.2021,-3.7688,0.7573,-0.7236,-0.0447,0.7665,-0.6749,-0.0416,0,0.0088
1783579669.0979,0,-16.9596,-7.3967,-5.0039,0.6828,-0.6769,-0.0023,0.7122,-0.6584,0.0029,0,0.0165
1783579669.0983,3,-16.8241,-7.5281,-4.2163,0.7532,-0.7050,-0.0030,0.7519,-0.6504,0.0114,0,0.0063
1783579669.1018,1,-17.0281,-7.2931,-4.0008,0.7229,-0.6758,-0.0222,0.7331,-0.6241,-0.0193,0,0.0054
1783579669.1019,4,-17.1274,-7.2083,-3.7691,0.7575,-0.7232,-0.0450,0.7665,-0.6749,-0.0416,0,0.0166
1783579669.1020,2,-17.0232,-7.6465,-3.8824,0.7411,-0.7304,0.0330,0.7533,-0.6584,0.0125,0,0.0168
1783579669.1058,0,-16.9537,-7.4018,-5.0042,0.6836,-0.6763,-0.0020,0.7134,-0.6564,0.0039,0,0.0044
1783579669.1059,3,-16.8180,-7.5340,-4.2163,0.7537,-0.7043,-0.0020,0.7519,-0.6504,0.0114,0,0.0138
1783579669.1099,2,-17.0182,-7.6530,-3.8809,0.7413,-0.7297,0.0325,0.7539,-0.6546,0.0077,0,0.0045
1783579669.1099,4,-17.1220,-7.2144,-3.7694,0.7578,-0.7227,-0.0452,0.7669,-0.6721,-0.0408,0,0.0047
1783579669.1100,1,-17.0218,-7.2986,-4.0009,0.7236,-0.6751,-0.0221,0.7331,-0.6241,-0.0193,0,0.0136
1783579669.1139,0,-16.9479,-7.4069,-5.0045,0.6844,-0.6758,-0.0017,0.7134,-0.6564,0.0039,0,0.0125
1783579669.1141,3,-16.8119,-7.5398,-4.2164,0.7541,-0.7037,-0.0011,0.7536,-0.6496,0.0114,0,0.0023
1783579669.1179,2,-17.0131,-7.6595,-3.8794,0.7415,-0.7290,0.0319,0.7539,-0.6546,0.0077,0,0.0125
1783579669.1179,4,-17.1165,-7.2205,-3.7696,0.7580,-0.7222,-0.0454,0.7669,-0.6721,-0.0408,0,0.0127
1783579669.1182,1,-17.0156,-7.3040,-4.0011,0.7242,-0.6744,-0.0220,0.7350,-0.6235,-0.0190,0,0.0025
1783579669.1218,3,-16.8058,-7.5457,-4.2164,0.7545,-0.7030,-0.0002,0.7536,-0.6496,0.0114,0,0.0100
1783579669.1219,0,-16.9421,-7.4120,-5.0048,0.6852,-0.6753,-0.0015,0.7158,-0.6564,0.0045,0,0.0005
1783579669.1258,2,-17.0081,-7.6660,-3.8780,0.7418,-0.7282,0.0313,0.7559,-0.6533,0.0047,0,0.0005
1783579669.1259,4,-17.1110,-7.2265,-3.7703,0.7582,-0.7216,-0.0457,0.7686,-0.6715,-0.0403,0,0.0006
1783579669.1260,1,-17.0093,-7.3095,-4.0012,0.7249,-0.6736,-0.0220,0.7350,-0.6235,-0.0190,0,0.0103
1783579669.1300,0,-16.9363,-7.4171,-5.0051,0.6860,-0.6748,-0.0012,0.7158,-0.6564,0.0045,0,0.0085
1783579669.1301,3,-16.7997,-7.5516,-4.2164,0.7549,-0.7024,0.0007,0.7536,-0.6496,0.0114,0,0.0183
1783579669.1339,2,-17.0030,-7.6725,-3.8766,0.7420,-0.7275,0.0306,0.7559,-0.6533,0.0047,0,0.0086
1783579669.1340,4,-17.1054,-7.2324,-3.7710,0.7585,-0.7210,-0.0460,0.7686,-0.6715,-0.0403,0,0.0087
1783579669.1341,1,-17.0025,-7.3146,-4.0013,0.7257,-0.6727,-0.0219,0.7350,-0.6235,-0.0190,0,0.0184
1783579669.1379,0,-16.9305,-7.4222,-5.0053,0.6867,-0.6743,-0.0009,0.7158,-0.6564,0.0045,0,0.0165
1783579669.1380,3,-16.7936,-7.5574,-4.2164,0.7553,-0.7017,0.0016,0.7538,-0.6466,0.0114,0,0.0063
1783579669.1420,2,-16.9979,-7.6789,-3.8752,0.7422,-0.7267,0.0299,0.7559,-0.6533,0.0047,0,0.0167
1783579669.1422,1,-16.9957,-7.3198,-4.0014,0.7265,-0.6719,-0.0218,0.7356,-0.6206,-0.0186,0,0.0065
1783579669.1422,4,-17.0999,-7.2384,-3.7717,0.7587,-0.7204,-0.0462,0.7686,-0.6715,-0.0403,0,0.0170
1783579669.1460,0,-16.9247,-7.4273,-5.0056,0.6875,-0.6738,-0.0006,0.7170,-0.6544,0.0053,0,0.0046
1783579669.1461,3,-16.7875,-7.5633,-4.2163,0.7557,-0.7010,0.0024,0.7538,-0.6466,0.0114,0,0.0144
1783579669.1503,1,-16.9889,-7.3249,-4.0015,0.7273,-0.6710,-0.0217,0.7356,-0.6206,-0.0186,0,0.0147
1783579669.1503,2,-16.9928,-7.6853,-3.8738,0.7425,-0.7260,0.0291,0.7566,-0.6496,0.0005,0,0.0052
1783579669.1504,4,-17.0943,-7.2443,-3.7724,0.7590,-0.7198,-0.0464,0.7689,-0.6685,-0.0382,0,0.0055
1783579669.1542,0,-16.9189,-7.4324,-5.0058,0.6883,-0.6733,-0.0002,0.7170,-0.6544,0.0053,0,0.0128
1783579669.1542,3,-16.7814,-7.5691,-4.2163,0.7561,-0.7004,0.0031,0.7555,-0.6458,0.0114,0,0.0009
1783579669.1584,1,-16.9821,-7.3301,-4.0015,0.7281,-0.6701,-0.0216,0.7374,-0.6199,-0.0184,0,0.0026
1783579669.1585,2,-16.9877,-7.6917,-3.8725,0.7427,-0.7252,0.0282,0.7566,-0.6496,0.0005,0,0.0133
1783579669.1585,4,-17.0887,-7.2503,-3.7730,0.7592,-0.7192,-0.0466,0.7689,-0.6685,-0.0382,0,0.0136
1783579669.1621,0,-16.9131,-7.4375,-5.0061,0.6891,-0.6729,0.0001,0.7194,-0.6544,0.0058,0,0.0001
1783579669.1621,3,-16.7757,-7.5757,-4.2160,0.7564,-0.7000,0.0038,0.7555,-0.6458,0.0114,0,0.0089
1783579669.1659,2,-16.9825,-7.6981,-3.8713,0.7430,-0.7244,0.0273,0.7585,-0.6482,-0.0022,0,0.0008
1783579669.1660,1,-16.9753,-7.3352,-4.0016,0.7289,-0.6692,-0.0215,0.7374,-0.6199,-0.0184,0,0.0102
1783579669.1661,4,-17.0831,-7.2562,-3.7737,0.7595,-0.7185,-0.0468,0.7706,-0.6678,-0.0369,0,0.0008
1783579669.1701,3,-16.7700,-7.5823,-4.2158,0.7567,-0.6996,0.0044,0.7555,-0.6458,0.0114,0,0.0168
1783579669.1702,0,-16.9075,-7.4423,-5.0063,0.6898,-0.6722,0.0004,0.7194,-0.6544,0.0058,0,0.0082
1783579669.1743,1,-16.9686,-7.3404,-4.0017,0.7296,-0.6683,-0.0214,0.7374,-0.6199,-0.0184,0,0.0186
1783579669.1744,2,-16.9773,-7.7044,-3.8700,0.7433,-0.7236,0.0263,0.7585,-0.6482,-0.0022,0,0.0093
1783579669.1744,4,-17.0775,-7.2621,-3.7744,0.7598,-0.7179,-0.0469,0.7706,-0.6678,-0.0369,0,0.0092
1783579669.1780,0,-16.9019,-7.4472,-5.0066,0.6905,-0.6716,0.0008,0.7194,-0.6544,0.0058,0,0.0160
1783579669.1780,3,-16.7643,-7.5889,-4.2155,0.7569,-0.6992,0.0050,0.7556,-0.6429,0.0108,0,0.0059
1783579669.1820,2,-16.9721,-7.7108,-3.8688,0.7436,-0.7228,0.0253,0.7585,-0.6482,-0.0022,0,0.0169
1783579669.1820,4,-17.0718,-7.2680,-3.7750,0.7601,-0.7173,-0.0470,0.7706,-0.6678,-0.0369,0,0.0168
1783579669.1821,1,-16.9618,-7.3455,-4.0018,0.7304,-0.6674,-0.0213,0.7378,-0.6170,-0.0182,0,0.0060
1783579669.1861,0,-16.8963,-7.4520,-5.0068,0.6912,-0.6710,0.0011,0.7206,-0.6524,0.0066,0,0.0042
1783579669.1862,3,-16.7586,-7.5954,-4.2152,0.7572,-0.6988,0.0056,0.7556,-0.6429,0.0108,0,0.0140
1783579669.1903,1,-16.9551,-7.3507,-4.0019,0.7311,-0.6666,-0.0211,0.7378,-0.6170,-0.0182,0,0.0142
1783579669.1904,2,-16.9669,-7.7171,-3.8676,0.7439,-0.7220,0.0242,0.7592,-0.6445,-0.0059,0,0.0055
1783579669.1904,4,-17.0662,-7.2739,-3.7757,0.7604,-0.7166,-0.0470,0.7710,-0.6648,-0.0349,0,0.0056
1783579669.1942,0,-16.8907,-7.4568,-5.0070,0.6919,-0.6704,0.0015,0.7206,-0.6524,0.0066,0,0.0123
1783579669.1942,3,-16.7529,-7.6019,-4.2149,0.7574,-0.6984,0.0061,0.7573,-0.6420,0.0103,0,0.0022
1783579669.1982,1,-16.9484,-7.3558,-4.0020,0.7318,-0.6657,-0.0210,0.7396,-0.6164,-0.0180,0,0.0021
1783579669.1982,2,-16.9616,-7.7234,-3.8665,0.7442,-0.7212,0.0231,0.7592,-0.6445,-0.0059,0,0.0133
1783579669.1982,4,-17.0605,-7.2798,-3.7764,0.7607,-0.7160,-0.0470,0.7710,-0.6648,-0.0349,0,0.0135
1783579669.2021,0,-16.8851,-7.4616,-5.0072,0.6926,-0.6697,0.0018,0.7231,-0.6523,0.0070,0,0.0006
1783579669.2022,3,-16.7472,-7.6084,-4.2147,0.7577,-0.6980,0.0066,0.7573,-0.6420,0.0103,0,0.0101
